experimento,umbral_confianza,recorte_analisis,fila,columna,x_centro_utm,y_centro_utm,xmin_utm,ymin_utm,xmax_utm,ymax_utm,area_total_ha,area_arbolada_ha,porcentaje_arbolado,area_altura_2_5_ha,area_altura_5_10_ha,area_altura_10_15_ha,area_altura_15_20_ha,area_altura_20_30_ha,area_altura_30_40_ha,detecciones_unicas,detecciones_altura_valida,detecciones_usadas_biomasa,detecciones_excluidas_biomasa,confianza_media,altura_p95_media_m,altura_p95_mediana_m,altura_p95_min_m,altura_p95_max_m,diametro_copa_medio_m,diametro_copa_mediano_m,biomasa_gimnosperma_t,biomasa_angiosperma_t,biomasa_gimnosperma_t_ha_total,biomasa_angiosperma_t_ha_total,biomasa_gimnosperma_t_ha_arbolada,biomasa_angiosperma_t_ha_arbolada,detecciones_ha_total,detecciones_ha_arbolada
conf020,0.2,PNOA_area_LiDAR_508000_4179000_512000_4183000_01_01,1,1,508228.0,4182877.0,508000.0,4182754.0,508456.0,4183000.0,11.2176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470,0,0,470,0.45014770638297874,,,,,,,0.0,0.0,0.0,0.0,,,0.0,
conf020,0.2,PNOA_area_LiDAR_508000_4179000_512000_4183000_01_02,1,2,508672.0,4182877.0,508456.0,4182754.0,508888.0,4183000.0,10.6272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225,0,0,225,0.4458901333333333,,,,,,,0.0,0.0,0.0,0.0,,,0.0,
conf020,0.2,PNOA_area_LiDAR_508000_4179000_512000_4183000_01_03,1,3,509104.0,4182877.0,508888.0,4182754.0,509320.0,4183000.0,10.6272,2.446,23.01641071966275,1.322,0.8028,0.2737,0.0474,0.0001,0.0,307,200,198,109,0.4378168338762215,9.075031652450562,7.8903398513793945,2.552258253097534,18.273452758789062,9.740800570074034,9.148222276844209,78.09360847172029,33.3154322968344,7.348465115149831,3.134920985474481,31.92706805875727,13.620372974993622,18.631436314363143,80.94848732624693
conf020,0.2,PNOA_area_LiDAR_508000_4179000_512000_4183000_01_04,1,4,509536.0,4182877.0,509320.0,4182754.0,509752.0,4183000.0,10.6272,4.5322,42.647169527250824,2.2391,1.9108,0.3588,0.0235,0.0,0.0,268,266,266,2,0.4137843619402985,9.878655082301089,9.687255859375,2.47271728515625,16.881317138671875,9.877235199123453,9.645583253607464,116.10693236725278,48.9266039023403,10.92544907099262,4.60390355901275,25.618227873274083,10.795332046763228,25.03011141222523,58.69114337407882
conf020,0.2,PNOA_area_LiDAR_508000_4179000_512000_4183000_01_05,1,5,509968.0,4182877.0,509752.0,4182754.0,510184.0,4183000.0,10.6272,5.4506,51.2891448358928,1.9199,2.6799,0.7993,0.0515,0.0,0.0,357,357,356,1,0.40437995798319326,11.012979803299036,11.465850830078125,2.384857177734375,17.358306884765625,8.701545959460269,8.440563908325334,156.54218201969098,66.17233165047267,14.730331791976342,6.226694863225748,28.720174296351043,12.140375674324419,33.49894610057212,65.31391039518586
conf020,0.2,PNOA_area_LiDAR_508000_4179000_512000_4183000_01_06,1,6,510400.0,4182877.0,510184.0,4182754.0,510616.0,4183000.0,10.6272,5.0543,47.56003462812405,2.0551,2.195,0.7519,0.052,0.0003,0.0,393,390,389,4,0.4262612951653944,10.943620163966449,11.495849609375,2.759268283843994,18.38623046875,9.08032708796282,8.661751300771739,171.8985213983259,72.50025972614291,16.175335121040902,6.822141272032418,34.01035185848207,14.344273138939698,36.60418548629931,76.96416912332074
conf020,0.2,PNOA_area_LiDAR_508000_4179000_512000_4183000_01_07,1,7,510832.0,4182877.0,510616.0,4182754.0,511048.0,4183000.0,10.6272,2.1389,20.126656127672387,1.6196,0.5025,0.0167,0.0001,0.0,0.0,287,236,236,51,0.45686131707317074,5.368071807643115,5.27056884765625,2.0098876953125,12.887603759765625,9.086996491263855,8.90589590468303,36.98228475073305,14.166907467710349,3.479965066125889,1.3330799709905101,17.290329024607534,6.623454798125367,22.207166516109606,110.3370891579784
conf020,0.2,PNOA_area_LiDAR_508000_4179000_512000_4183000_01_08,1,8,511264.0,4182877.0,511048.0,4182754.0,511480.0,4183000.0,10.6272,0.4439,4.177017464619091,0.3639,0.0781,0.0019,0.0,0.0,0.0,498,329,329,169,0.49982967269076306,2.5553302975048773,2.3051514625549316,2.0023193359375,10.327545166015625,6.52022141782871,6.197205013614828,9.676967247595309,3.390314371352129,0.9105848433825757,0.3190223550278652,21.799881161512296,7.637563350646833,30.958295694068052,741.1579184501013
conf020,0.2,PNOA_area_LiDAR_508000_4179000_512000_4183000_01_09,1,9,511696.0,4182877.0,511480.0,4182754.0,511912.0,4183000.0,10.6272,0.3466,3.261442336645589,0.3381,0.0085,0.0,0.0,0.0,0.0,680,436,436,244,0.4741365779411765,2.403844770488389,2.31011962890625,2.000244140625,7.4449462890625,5.887666888089543,5.7156142674978305,6.07660569499129,1.6856177378564992,0.5717974344127607,0.15861353299613248,17.532041820517282,4.863294108068376,41.02679915688046,1257.934218118869
conf020,0.2,PNOA_area_LiDAR_508000_4179000_512000_4183000_01_10,1,10,511956.0,4182877.0,511912.0,4182754.0,512000.0,4183000.0,2.1648,0.0879,4.060421286031042,0.0879,0.0,0.0,0.0,0.0,0.0,308,157,157,151,0.6146963993506493,2.4201661690025573,2.3788390159606934,2.0006103515625,3.43353271484375,5.4277859765676455,5.408261313370515,1.8105909361233115,0.4776294271728615,0.8363779268862304,0.22063443605546076,20.598304165225386,5.4337818790996755,72.5240206947524,1786.1205915813423
