experimento,umbral_confianza,recorte_analisis,fila,columna,x_centro_utm,y_centro_utm,xmin_utm,ymin_utm,xmax_utm,ymax_utm,area_total_ha,area_arbolada_ha,porcentaje_arbolado,area_altura_2_5_ha,area_altura_5_10_ha,area_altura_10_15_ha,area_altura_15_20_ha,area_altura_20_30_ha,area_altura_30_40_ha,detecciones_unicas,detecciones_altura_valida,detecciones_usadas_biomasa,detecciones_excluidas_biomasa,confianza_media,altura_p95_media_m,altura_p95_mediana_m,altura_p95_min_m,altura_p95_max_m,diametro_copa_medio_m,diametro_copa_mediano_m,biomasa_gimnosperma_t,biomasa_angiosperma_t,biomasa_gimnosperma_t_ha_total,biomasa_angiosperma_t_ha_total,biomasa_gimnosperma_t_ha_arbolada,biomasa_angiosperma_t_ha_arbolada,detecciones_ha_total,detecciones_ha_arbolada
conf025,0.25,PNOA_area_LiDAR_508000_4179000_512000_4183000_01_01,1,1,508228.0,4182877.0,508000.0,4182754.0,508456.0,4183000.0,11.2176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412,0,0,412,0.4818015849514563,,,,,,,0.0,0.0,0.0,0.0,,,0.0,
conf025,0.25,PNOA_area_LiDAR_508000_4179000_512000_4183000_01_02,1,2,508672.0,4182877.0,508456.0,4182754.0,508888.0,4183000.0,10.6272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199,0,0,199,0.47504698994974875,,,,,,,0.0,0.0,0.0,0.0,,,0.0,
conf025,0.25,PNOA_area_LiDAR_508000_4179000_512000_4183000_01_03,1,3,509104.0,4182877.0,508888.0,4182754.0,509320.0,4183000.0,10.6272,2.446,23.01641071966275,1.322,0.8028,0.2737,0.0474,0.0001,0.0,270,174,172,98,0.4666278962962963,8.980291002098172,7.7624969482421875,2.552258253097534,18.273452758789062,9.808603477532325,9.228431885016299,66.84802438313592,28.43446418780185,6.2902763082595525,2.6756308517579277,27.329527548297595,11.624883151186365,16.184884071062932,70.31888798037612
conf025,0.25,PNOA_area_LiDAR_508000_4179000_512000_4183000_01_04,1,4,509536.0,4182877.0,509320.0,4182754.0,509752.0,4183000.0,10.6272,4.5322,42.647169527250824,2.2391,1.9108,0.3588,0.0235,0.0,0.0,233,231,231,2,0.44171709442060086,9.891917734435111,9.8159761428833,2.47271728515625,16.881317138671875,9.9239006766794,9.639339928025517,101.95623006709401,43.02742290283798,9.593893976503125,4.048801462552505,22.495968859956317,9.493716716569875,21.736675700090334,50.96862450906845
conf025,0.25,PNOA_area_LiDAR_508000_4179000_512000_4183000_01_05,1,5,509968.0,4182877.0,509752.0,4182754.0,510184.0,4183000.0,10.6272,5.4506,51.2891448358928,1.9199,2.6799,0.7993,0.0515,0.0,0.0,299,299,298,1,0.43956214046822745,10.994217207599245,11.471857070922852,2.4558167457580566,17.358306884765625,8.79625277123512,8.557837762761753,133.44254097362017,56.530954597866064,12.55669799887272,5.319458991819676,24.482174618137485,10.371510402132989,28.04125263474857,54.672880049902766
conf025,0.25,PNOA_area_LiDAR_508000_4179000_512000_4183000_01_06,1,6,510400.0,4182877.0,510184.0,4182754.0,510616.0,4183000.0,10.6272,5.0543,47.56003462812405,2.0551,2.195,0.7519,0.052,0.0003,0.0,348,346,345,3,0.4523556206896552,10.974889814509133,11.515405654907227,2.759268283843994,18.38623046875,9.083118146948182,8.649927204207662,152.90284528544356,64.45332154512792,14.387876890003346,6.064939169783943,30.25203198968078,12.752175681128529,32.46386630532972,68.2587104050017
conf025,0.25,PNOA_area_LiDAR_508000_4179000_512000_4183000_01_07,1,7,510832.0,4182877.0,510616.0,4182754.0,511048.0,4183000.0,10.6272,2.1389,20.126656127672387,1.6196,0.5025,0.0167,0.0001,0.0,0.0,256,210,210,46,0.48521983984375,5.414402606373741,5.27056884765625,2.0098876953125,12.887603759765625,9.100287229152036,8.949325425289128,33.16679205099682,12.71435490015626,3.1209342113629948,1.196397442426628,15.506471574639683,5.9443428398505125,19.760614272809395,98.18130814904858
conf025,0.25,PNOA_area_LiDAR_508000_4179000_512000_4183000_01_08,1,8,511264.0,4182877.0,511048.0,4182754.0,511480.0,4183000.0,10.6272,0.4439,4.177017464619091,0.3639,0.0781,0.0019,0.0,0.0,0.0,484,317,317,167,0.5079316446280991,2.5278214791595746,2.2937254905700684,2.0023193359375,10.327545166015625,6.503814496976532,6.193502173128242,9.182349235259673,3.2291122203004403,0.8640421969342511,0.30385352870939103,20.685625670780972,7.274413652400181,29.8291177356218,714.1248028835323
conf025,0.25,PNOA_area_LiDAR_508000_4179000_512000_4183000_01_09,1,9,511696.0,4182877.0,511480.0,4182754.0,511912.0,4183000.0,10.6272,0.3466,3.261442336645589,0.3381,0.0085,0.0,0.0,0.0,0.0,650,419,419,231,0.4856344830769231,2.3945202696579453,2.30804443359375,2.000244140625,7.4449462890625,5.909750183218123,5.764905960474096,5.854017007136878,1.6258260207391075,0.5508522477357044,0.15298724224058147,16.88983556588828,4.690784826137067,39.42713038241494,1208.8863242931332
conf025,0.25,PNOA_area_LiDAR_508000_4179000_512000_4183000_01_10,1,10,511956.0,4182877.0,511912.0,4182754.0,512000.0,4183000.0,2.1648,0.0879,4.060421286031042,0.0879,0.0,0.0,0.0,0.0,0.0,305,156,156,149,0.6186451213114754,2.413670229606139,2.3766387701034546,2.0006103515625,3.296966552734375,5.436545960487908,5.40898863512624,1.7981476004922186,0.47434218885322893,0.8306298967536117,0.21911594089672437,20.456741757590652,5.396384401060624,72.06208425720621,1774.7440273037541
conf025,0.25,PNOA_area_LiDAR_508000_4179000_512000_4183000_02_01,2,1,508228.0,4182643.0,508000.0,4182532.0,508456.0,4182754.0,10.1232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,0,0,312,0.4977454102564103,,,,,,,0.0,0.0,0.0,0.0,,,0.0,
conf025,0.25,PNOA_area_LiDAR_508000_4179000_512000_4183000_02_02,2,2,508672.0,4182643.0,508456.0,4182532.0,508888.0,4182754.0,9.5904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116,0,0,116,0.4578218275862069,,,,,,,0.0,0.0,0.0,0.0,,,0.0,
conf025,0.25,PNOA_area_LiDAR_508000_4179000_512000_4183000_02_03,2,3,509104.0,4182643.0,508888.0,4182532.0,509320.0,4182754.0,9.5904,2.8482,29.698448448448445,1.2237,1.1213,0.4422,0.0602,0.0008,0.0,254,157,157,97,0.4653091377952756,12.368301522200275,12.973007202148438,3.237579345703125,19.101184844970703,9.650750902781732,9.386016915155745,95.14789965456185,41.54418598044199,9.92116070805825,4.331851224186893,33.40632668161009,14.586119647651847,16.370537203870537,55.12253352994874
conf025,0.25,PNOA_area_LiDAR_508000_4179000_512000_4183000_02_04,2,4,509536.0,4182643.0,509320.0,4182532.0,509752.0,4182754.0,9.5904,1.4237,14.845053386720053,0.6864,0.6191,0.112,0.0062,0.0,0.0,67,65,65,2,0.4473403432835821,9.7214996778048,9.478195190429688,2.6913514137268066,16.04775619506836,10.056946710782398,9.71605332267539,28.59508654625271,12.046564535543952,2.9816364850530435,1.2561065790315264,20.08505060493974,8.461448714998912,6.77761094427761,45.65568588888109
conf025,0.25,PNOA_area_LiDAR_508000_4179000_512000_4183000_02_05,2,5,509968.0,4182643.0,509752.0,4182532.0,510184.0,4182754.0,9.5904,2.2429,23.386928595261928,1.3007,0.7981,0.1384,0.0056,0.0001,0.0,209,203,203,6,0.47140174641148325,7.264132093326212,7.306408882141113,2.0102295875549316,16.085824966430664,9.107363239375305,8.551821848610949,58.82083689756572,24.565227630552073,6.133303813977072,2.561439317500007,26.22534972471609,10.95243997973698,21.167000333666998,90.50782469124793
conf025,0.25,PNOA_area_LiDAR_508000_4179000_512000_4183000_02_06,2,6,510400.0,4182643.0,510184.0,4182532.0,510616.0,4182754.0,9.5904,2.6509,27.641182849516184,1.4408,0.9549,0.2388,0.0164,0.0,0.0,143,143,143,0,0.48352695104895105,8.503163569457048,8.1612548828125,2.3307738304138184,16.739818572998047,9.92213508602701,9.560433897246988,52.70447321261604,22.15140374698635,5.495544837818655,2.309747637949027,19.881728172551224,8.356182333164718,14.910744077410744,53.94394356633596
conf025,0.25,PNOA_area_LiDAR_508000_4179000_512000_4183000_02_07,2,7,510832.0,4182643.0,510616.0,4182532.0,511048.0,4182754.0,9.5904,1.0565,11.016224557891224,0.6863,0.368,0.0022,0.0,0.0,0.0,154,111,110,44,0.48021446753246755,5.253063979449573,5.575164794921875,2.0848631858825684,10.21923828125,10.03100581825365,9.099015884886867,22.459608180833232,9.013697432827508,2.341884403240035,0.9398666826021341,21.258502774096765,8.531658715407012,11.469803136469801,104.11736867013725
conf025,0.25,PNOA_area_LiDAR_508000_4179000_512000_4183000_02_08,2,8,511264.0,4182643.0,511048.0,4182532.0,511480.0,4182754.0,9.5904,1.5871,16.54884050717384,1.2286,0.3427,0.0156,0.0002,0.0,0.0,185,169,169,16,0.4693107135135135,4.322358587084437,3.339611768722534,2.004150390625,12.005663871765137,9.03672478587938,8.850679478346532,20.296429698877912,7.739139463573901,2.11632775472117,0.806967328117065,12.78837483389699,4.876277149249512,17.621788455121788,106.48352340747275
conf025,0.25,PNOA_area_LiDAR_508000_4179000_512000_4183000_02_09,2,9,511696.0,4182643.0,511480.0,4182532.0,511912.0,4182754.0,9.5904,0.4551,4.74537037037037,0.4196,0.0355,0.0,0.0,0.0,0.0,316,150,150,166,0.4683695094936709,3.0096185715993244,2.4199066162109375,2.0006103515625,8.260717391967773,6.584955902761694,5.835100961015003,5.897472373642191,1.9995584013867678,0.6149349738949564,0.2084958293070954,12.9586296937864,4.393668207837328,15.640640640640639,329.5978905735003
conf025,0.25,PNOA_area_LiDAR_508000_4179000_512000_4183000_02_10,2,10,511956.0,4182643.0,511912.0,4182532.0,512000.0,4182754.0,1.9536,0.0856,4.381654381654381,0.0779,0.0077,0.0,0.0,0.0,0.0,209,131,131,78,0.6292885550239234,2.5042016833793115,2.343963623046875,2.0140380859375,9.496594429016113,5.915918472031289,5.916642586084368,2.2105818628731218,0.6520424528659733,1.1315427226009018,0.3337645643253344,25.824554472816843,7.617318374602492,67.05569205569205,1530.373831775701
conf025,0.25,PNOA_area_LiDAR_508000_4179000_512000_4183000_03_01,3,1,508228.0,4182421.0,508000.0,4182310.0,508456.0,4182532.0,10.1232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216,0,0,216,0.5023313981481482,,,,,,,0.0,0.0,0.0,0.0,,,0.0,
conf025,0.25,PNOA_area_LiDAR_508000_4179000_512000_4183000_03_02,3,2,508672.0,4182421.0,508456.0,4182310.0,508888.0,4182532.0,9.5904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121,0,0,121,0.49631668595041323,,,,,,,0.0,0.0,0.0,0.0,,,0.0,
conf025,0.25,PNOA_area_LiDAR_508000_4179000_512000_4183000_03_03,3,3,509104.0,4182421.0,508888.0,4182310.0,509320.0,4182532.0,9.5904,1.6495,17.19949115782449,0.7149,0.7289,0.1919,0.0136,0.0002,0.0,136,86,86,50,0.4391279779411765,11.211080509562825,10.988370895385742,3.340191602706909,18.928924560546875,9.638559690785595,9.057340559243713,43.96659886433135,18.799711167445672,4.584438486854704,1.960263510119043,26.65450067555705,11.397218046344754,8.9673006339673,52.137011215519856
conf025,0.25,PNOA_area_LiDAR_508000_4179000_512000_4183000_03_04,3,4,509536.0,4182421.0,509320.0,4182310.0,509752.0,4182532.0,9.5904,3.801,39.63338338338338,1.8351,1.7009,0.2569,0.0081,0.0,0.0,203,202,202,1,0.42622056650246304,9.16893438891609,9.238780498504639,2.8333740234375,16.13223648071289,9.399983439954177,9.070814361191967,71.81371215380051,29.68873867922582,7.488083099120006,3.0956726183710606,18.893373363272957,7.810770502295664,21.06272939606273,53.14390949750066
conf025,0.25,PNOA_area_LiDAR_508000_4179000_512000_4183000_03_05,3,5,509968.0,4182421.0,509752.0,4182310.0,510184.0,4182532.0,9.5904,4.6496,48.481815148481815,2.2921,1.9414,0.3996,0.0165,0.0,0.0,295,293,293,2,0.44510274237288133,9.96821317330969,10.282015800476074,2.015869140625,16.254024505615234,9.08843723542073,8.722442254762115,110.4988382140881,45.627976384636334,11.521817464765608,4.757671878611562,23.765235335101533,9.81331219559453,30.551384718051384,63.01617343427391
