experimento,umbral_confianza,recorte_analisis,fila,columna,x_centro_utm,y_centro_utm,xmin_utm,ymin_utm,xmax_utm,ymax_utm,area_total_ha,area_arbolada_ha,porcentaje_arbolado,area_altura_2_5_ha,area_altura_5_10_ha,area_altura_10_15_ha,area_altura_15_20_ha,area_altura_20_30_ha,area_altura_30_40_ha,detecciones_unicas,detecciones_altura_valida,detecciones_usadas_biomasa,detecciones_excluidas_biomasa,confianza_media,altura_p95_media_m,altura_p95_mediana_m,altura_p95_min_m,altura_p95_max_m,diametro_copa_medio_m,diametro_copa_mediano_m,biomasa_gimnosperma_t,biomasa_angiosperma_t,biomasa_gimnosperma_t_ha_total,biomasa_angiosperma_t_ha_total,biomasa_gimnosperma_t_ha_arbolada,biomasa_angiosperma_t_ha_arbolada,detecciones_ha_total,detecciones_ha_arbolada
conf015,0.15,PNOA_area_LiDAR_508000_4179000_512000_4183000_01_01,1,1,508228.0,4182877.0,508000.0,4182754.0,508456.0,4183000.0,11.2176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538,0,0,538,0.41485164126394053,,,,,,,0.0,0.0,0.0,0.0,,,0.0,
conf015,0.15,PNOA_area_LiDAR_508000_4179000_512000_4183000_01_02,1,2,508672.0,4182877.0,508456.0,4182754.0,508888.0,4183000.0,10.6272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263,0,0,263,0.4065694904942966,,,,,,,0.0,0.0,0.0,0.0,,,0.0,
conf015,0.15,PNOA_area_LiDAR_508000_4179000_512000_4183000_01_03,1,3,509104.0,4182877.0,508888.0,4182754.0,509320.0,4183000.0,10.6272,2.446,23.01641071966275,1.322,0.8028,0.2737,0.0474,0.0001,0.0,350,226,224,126,0.4054600057142857,9.114971348669677,8.016543865203857,2.552258253097534,18.607873916625977,9.653903522115325,8.994359250656398,89.53293167256655,38.41330780601087,8.4248844166447,3.6146217071298996,36.60381507463882,15.70454121259643,21.077988557663353,91.57808667211773
conf015,0.15,PNOA_area_LiDAR_508000_4179000_512000_4183000_01_04,1,4,509536.0,4182877.0,509320.0,4182754.0,509752.0,4183000.0,10.6272,4.5322,42.647169527250824,2.2391,1.9108,0.3588,0.0235,0.0,0.0,328,326,326,2,0.37041760975609755,9.904837278500656,9.698946952819824,2.47271728515625,16.881317138671875,9.824781277173486,9.5745322164198,142.89095225768358,60.33465223407391,13.445776145897657,5.677379952769677,31.527944984264504,13.312442574042167,30.676001204456487,71.92974714266802
conf015,0.15,PNOA_area_LiDAR_508000_4179000_512000_4183000_01_05,1,5,509968.0,4182877.0,509752.0,4182754.0,510184.0,4183000.0,10.6272,5.4506,51.2891448358928,1.9199,2.6799,0.7993,0.0515,0.0,0.0,422,422,421,1,0.3687764383886256,11.026637346823634,11.440680027008057,2.1642730236053467,18.508819580078125,8.604145783818847,8.325321007589103,182.21234656371044,76.92563681475231,17.145847124709277,7.238561127554982,33.42977774258072,14.113241994413883,39.61532670882264,77.23920302352035
conf015,0.15,PNOA_area_LiDAR_508000_4179000_512000_4183000_01_06,1,6,510400.0,4182877.0,510184.0,4182754.0,510616.0,4183000.0,10.6272,5.0543,47.56003462812405,2.0551,2.195,0.7519,0.052,0.0003,0.0,442,437,436,6,0.3981083597285068,10.929327058028301,11.552990913391113,2.759268283843994,18.38623046875,9.007398638411699,8.617819447098814,189.32963681029742,79.69197590276956,17.815571063901817,7.498868554536431,37.45912130469055,15.767163781882667,41.02679915688046,86.26318184516155
conf015,0.15,PNOA_area_LiDAR_508000_4179000_512000_4183000_01_07,1,7,510832.0,4182877.0,510616.0,4182754.0,511048.0,4183000.0,10.6272,2.1389,20.126656127672387,1.6196,0.5025,0.0167,0.0001,0.0,0.0,318,266,266,52,0.42920898742138364,5.310173078587181,5.254974365234375,2.0098876953125,12.887603759765625,9.05129521276874,8.874623234165774,41.128033496228994,15.752652847903503,3.8700724081817404,1.4822956985756834,19.228591096465003,7.364838397261912,25.03011141222523,124.3629903221282
conf015,0.15,PNOA_area_LiDAR_508000_4179000_512000_4183000_01_08,1,8,511264.0,4182877.0,511048.0,4182754.0,511480.0,4183000.0,10.6272,0.4439,4.177017464619091,0.3639,0.0781,0.0019,0.0,0.0,0.0,519,342,342,177,0.4867447899807322,2.5493865243175575,2.30523681640625,2.0023193359375,10.327545166015625,6.50195635362989,6.194175003894111,9.856983973058671,3.439048027334256,0.9275240865946507,0.32360810254199185,22.205415573459497,7.747348563492354,32.18157181571816,770.4437936472178
conf015,0.15,PNOA_area_LiDAR_508000_4179000_512000_4183000_01_09,1,9,511696.0,4182877.0,511480.0,4182754.0,511912.0,4183000.0,10.6272,0.3466,3.261442336645589,0.3381,0.0085,0.0,0.0,0.0,0.0,718,455,455,263,0.4583105598885794,2.399346390923301,2.3083863258361816,2.000244140625,7.4449462890625,5.859346938714563,5.696365324377106,6.257052383397038,1.7319531987485666,0.5887771363479598,0.16297361475728006,18.05266123311321,4.996979800197826,42.81466425775369,1312.7524523946913
conf015,0.15,PNOA_area_LiDAR_508000_4179000_512000_4183000_01_10,1,10,511956.0,4182877.0,511912.0,4182754.0,512000.0,4183000.0,2.1648,0.0879,4.060421286031042,0.0879,0.0,0.0,0.0,0.0,0.0,310,159,159,151,0.6117764129032258,2.415413178737808,2.374438524246216,2.0006103515625,3.43353271484375,5.447755593069811,5.409715956881965,1.8367264195316755,0.48457729490142243,0.8484508589854377,0.22384390932253437,20.895636172146478,5.5128247429058295,73.4478935698448,1808.8737201365186
